index	arabish	class	words	tokens	pos	lem
416	mta3	arabizi	متاع	متاع	PART	متاع
417	hethi	arabizi	هاذي	هاذي	DEM_ADJ_3FS	هاذا
418	.	arabizi	.	.	PUNC	punc
419	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
420	chniya	arabizi	شنية	شنية	INTERROG_ADV	شنوّة
421	tsammiou	arabizi	تسمّيه	يتسمّي+ه	IV3MS-IV_PASS+IVSUFF_DO:3MS	سمّى
422	hedha	arabizi	هاذا	هاذا	DEM_PRON_3MS	هاذا
423	bel	arabizi	بال	ب+ال	PREP+DET	ب
424	anghlai	arabizi	انڨلا	انڨلا	NOUN_PROP	انڨلا
425	?	arabizi	؟	؟	PUNC	punc
426	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
427	ma	arabizi	ما	ما	NEG_PART	ما
428	nejemtech	arabizi	نجّمتش	نجّمت+ش	PV-PVSUFF_SUBJ:1S+NEG_PART	نجّم
429	nor9od	arabizi	نرقد	نرقد	IV1S-IV	رقد
430	mlih	arabizi	مليح	مليح	ADV	مليح
431	fi	arabizi	في	في	PREP	في
432	leil	arabizi	ليل	ليل	NOUN	ليل
433	.	arabizi	.	.	PUNC	punc
434	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
435	mridh	arabizi	مريض	مريض	ADJ	مريض
436	bm3adti	arabizi	بمعدتي	ب+معدة+ي	PREP+NOUN-NSUFF_FEM_SG+POSS_PRON_1S	معدة
437	.	arabizi	.	.	PUNC	punc
438	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
439	win	arabizi	وين	وين	INTERROG_PRON	وين
440	mawjoud	arabizi	موجود	موجود	ADJ	موجود
441	elmitrou	arabizi	المترو	ال+مترو	DET+NOUN	مترو
442	?	arabizi	؟	؟	PUNC	punc
443	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
444	3lech	arabizi	علاش	علاش	INTERROG_ADV	علاش
445	6ayyara	arabizi	طيّارة	طيّارة	NOUN-NSUFF_FEM_SG	طيّارة
446	ma	arabizi	ما	ما	NEG_PART	ما
447	5arajtech	arabizi	خرجتش	خرجت+ش	PV-PVSUFF_SUBJ:3FS+NEG_PART	خرج
448	?	arabizi	؟	؟	PUNC	punc
449	9alli	arabizi	قل لي	قل+ل+ي	CV2S-CV+[PREP+PRON_1S]CVSUFF_IO:1S	قال
450	chnowa	arabizi	شنوة	شنوة	INTERROG_PRON	شنوّة
451	sayir	arabizi	صاير	صاير	ADJ	صاير
452	.	arabizi	.	.	PUNC	punc
453	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
454	ltrinou	arabizi	الترينو	ال+ترينو	DET+NOUN	ترينو
455	ya9ef	arabizi	ياقف	ياقف	IV3MS-IV	وقف
456	fi	arabizi	في	في	PREP	في
457	brayton	arabizi	برّايتن	برّايتن	NOUN_PROP	برّايتن
458	?	arabizi	؟	؟	PUNC	punc
459	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
460	y3aychek	arabizi	يعيّشك	يعيّش+ك	[IV3MS-IV+PRON_2S]INTERJ	عيّش
461	sarrafly	arabizi	صرّف لي	صرّف+ل+ي	CV2S-CV+[PREP+PRON_1S]CVSUFF_IO:1S	صرّف
462	chik	arabizi	شيك	شيك	NOUN	شاك
463	-	arabizi	-	-	PUNC	punc
464	essifr	arabizi	السفر	ال+سفر	DET+NOUN_NUM	سفر
465	.	arabizi	.	.	PUNC	punc
466	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
467	Ya5i	arabizi	ياخي	يا+اخ+ي	VOC_PART+NOUN+POSS_PRON_1S	ياخي
468	bessoum	arabizi	بالسوم	ب+ال+سوم	PREP+DET+NOUN	خوم
469	ler5ass	arabizi	لرخص	ل+رخص	PREP+NOUN	لرص
470	?	arabizi	؟	؟	PUNC	punc
471	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
472	9addech	arabizi	قدّاش	قدّاش	INTERROG_ADV	قدّاش
473	essoum	arabizi	السوم	ال+سوم	DET+NOUN	سوم
474	?	arabizi	؟	؟	PUNC	punc
475	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
476	a3chiri	arabizi	عشيري	عشير+ي	NOUN+POSS_PRON_1S	عشير
477	3othr	arabizi	عثر	عثر	PV-PVSUFF_SUBJ:3MS	عثر
478	wel	arabizi	و	و	CONJ	و
479	fsa3	arabizi	فصع	فصع	PV-PVSUFF_SUBJ:3MS	فصع
480	se9ou	arabizi	ساقه	ساق+ه	NOUN+POSS_PRON_3MS	ساق
481	.	arabizi	.	.	PUNC	punc
482	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
483	enajem	arabizi	نجّم	نجّم	IV1S-IV	نجّم
484	nrekrouti	arabizi	نركروتي	نركروتي	IV1S-IV	ركروتى
485	goyedd	arabizi	قيد	قيد	NOUN	قيد
486	ya7ki	arabizi	يحكي	يحكي	IV3MS-IV	حكى
487	yabeni	arabizi	ياباني	ياباني	NOUN_PROP	ياباني
488	?	arabizi	؟	؟	PUNC	punc
489	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
490	Bitbi3a	arabizi	بالطبيعة	ب+ال+طبيعة	[PREP+DET+NOUN]ADV	طبيعة
491	.	arabizi	.	.	PUNC	punc
492	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
493	wehed	arabizi	واحد	واحد	[NOUN_NUM]PRON_3MS	واحد
494	tchizbourgher	arabizi	تشيزبرغر	تشيزبرغر	NOUN	تشيزبرغر
495	Bech	arabizi	باش	باش	FUT_PART	باش
496	nhezzou	arabizi	نهزّه	نهزّ+ه	IV1S-IV+IVSUFF_DO:3MS	هزّ
497	m3aya	arabizi	معايا	مع+يا	PREP+PRON_1S	مع
498	,	arabizi	,	,	PUNC	punc
499	aychek	arabizi	عيّشك	يعيّش+ك	[IV3MS-IV+PRON_2S]INTERJ	عيّش
500	.	arabizi	.	.	PUNC	punc
501	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
502	ismi	arabizi	اسمي	اسم+ي	NOUN+POSS_PRON_1S	اسم
503	tarou	arabizi	تارو	تارو	NOUN_PROP	تارو
504	tanaka	arabizi	تاناكا	تاناكا	NOUN_PROP	تاناكا
505	.	arabizi	.	.	PUNC	punc
506	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
507	chokran	arabizi	شكرا	شكرا	[NOUN-CASE_INDEF_ACC]INTERJ	شكر
508	li	arabizi	اللي	اللي	REL_PRON	اللي
509	estannity	arabizi	ستنّيتي	استنّيت+ي	PV-PVSUFF_SUBJ:2S+PVSUFF_DO:1S	ستنّى
510	,	arabizi	,	,	PUNC	punc
511	Si	arabizi	سي	سي	VOC_PART	سيد
512	makkouir	arabizi	ماكقواير	ماكقواير	NOUN_PROP	ماكقواير
513	.	arabizi	.	.	PUNC	punc
514	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
515	hedha	arabizi	هاذا	هاذا	DEM_PRON_3MS	هاذا
516	memken	arabizi	ممكن	ممكن	ADJ	ممكن
517	,	arabizi	,	,	PUNC	punc
518	ne7bech	arabizi	نحبّش	نحبّ+ش	IV1S-IV+NEG_PART	حبّ
519	ma	arabizi	ما	ما	NEG_PART	ما
520	n9all3ouch	arabizi	نقلّعهش	نقلّع+ه+ش	IV1S-IV+IVSUFF_DO:3MS+NEG_PART	قلّع
521	ezzersa	arabizi	الزرسة	ال+زرسة	DET+NOUN	زرسة
522	.	arabizi	.	.	PUNC	punc
523	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
524	dhay3at	arabizi	ضيّعت	ضيّعت	PV-PVSUFF_SUBJ:1S	ضيّع
525	other	arabizi	اثر	اثر	NOUN	اثر
526	jeweb	arabizi	جواب	جواب	NOUN	جواب
527	msouger	arabizi	مسوقر	مسوقر	ADJ	مسوقر
528	.	arabizi	.	.	PUNC	punc
529	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
530	3andi	arabizi	عندي	عند+ي	PREP+PRON_1S	عند
531	nfass	arabizi	نفس	نفس	ADJ	نفس
532	l3omr	arabizi	العمر	ال+عمر	DET+NOUN	عمر
533	.	arabizi	.	.	PUNC	punc
534	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
535	win	arabizi	وين	وين	INTERROG_PRON	وين
536	n9ayed	arabizi	نقيّد	نقيّد	IV1S-IV	قيّد
537	lil5tout	arabizi	للخطوط	ل+ال+خطوط	PREP+DET+NOUN	خطّ
538	ljweya	arabizi	الجوية	ال+جوية	DET+ADJ-NSUFF_FEM_SG	جوي
539	lyabanya	arabizi	اليابانية	ال+يابانية	DET+ADJ-NSUFF_FEM_SG	ياباني
540	?	arabizi	؟	؟	PUNC	punc
541	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
542	Ena	arabizi	انا	انا	PRON_1S	هو
543	menich	arabizi	مانيش	ما+ني+ش	NEG_PART+PRON_1S+NEG_PART	هو
544	m3tamed	arabizi	معتمد	معتمد	ADJ	معتمد
545	.	arabizi	.	.	PUNC	punc
546	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
547	mela	arabizi	ملا	ملا	CONJ	مل
548	rakeb	arabizi	راكب	راكب	ADJ	ركب
549	mawj	arabizi	موج	موج	NOUN	موج
550	ta7foun	arabizi	تحفون	تحفون	ADJ	تحفون
551	.	arabizi	.	.	PUNC	punc
552	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
553	tawa	arabizi	توّا	توّا	ADV	توّا
554	n7o66ou	arabizi	نحطّه	نحطّ+ه	IV1S-IV+IVSUFF_DO:3MS	حطّ
555	ghadi	arabizi	غادي	غادي	ADV	غادي
556	.	arabizi	.	.	PUNC	punc
557	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
558	ma	arabizi	ما	ما	NEG_PART	ما
559	nejjemch	arabizi	نجّمش	نجّم+ش	IV1S-IV+NEG_PART	نجّم
560	nechriha	arabizi	نشريها	نشري+ها	IV1S-IV+IVSUFF_DO:3FS	شرى
561	.	arabizi	.	.	PUNC	punc
562	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
563	en7eb	arabizi	نحبّ	نحبّ	IV1S-IV	حبّ
564	mayou	arabizi	مايو	مايو	NOUN	مايو
565	9yess	arabizi	قياس	قياس	NOUN	قياس
566	Is	arabizi	اس	اس	ADJ	س
567	,	arabizi	,	,	PUNC	punc
568	y3aychek	arabizi	يعيّشك	يعيّش+ك	[IV3MS-IV+PRON_2S]INTERJ	عيّش
569	.	arabizi	.	.	PUNC	punc
570	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
571	wa9tech	arabizi	وقتاش	وقتاش	INTERROG_PRON	وقتاش
572	Bech	arabizi	باش	باش	FUT_PART	باش
573	yji	arabizi	يجي	يجي	IV3MS-IV	جا
574	Tbib	arabizi	طبيب	طبيب	NOUN	طبيب
575	?	arabizi	؟	؟	PUNC	punc
576	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
577	re7la	arabizi	رحلة	رحلة	NOUN-NSUFF_FEM_SG	رحلة
578	ettasle9	arabizi	التسلق	ال+تسلق	DET+NOUN	تسلق
579	mte3na	arabizi	متاعنا	متاع+نا	PART+POSS_PRON_1P	متاع
580	Bech	arabizi	باش	باش	FUT_PART	باش
581	tkoun	arabizi	تكون	تكون	IV3FS-IV	كان
582	jaw	arabizi	جو	جو	NOUN	جو
583	3lle5er	arabizi	عالآخر	ع+ال+آخر	PREP+DET+ADJ	آخر
584	.	arabizi	.	.	PUNC	punc
585	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
586	chniya	arabizi	شنية	شنية	INTERROG_ADV	شنوّة
587	?	arabizi	؟	؟	PUNC	punc
588	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
589	ylzem	arabizi	يلزم	يلزم	IV3MS-IV	لزم
590	nkhalles	arabizi	نخلّص	نخلّص	IV1S-IV	خلّص
591	zieda	arabizi	زيادة	زيادة	NOUN-NSUFF_FEM_SG	زيادة
592	Bech	arabizi	باش	باش	FUT_PART	باش
593	nod5ol	arabizi	ندخل	ندخل	IV1S-IV	دخل
594	lelbneya	arabizi	لالبناية	ل+ال+بناية	PREP+DET+NOUN-NSUFF_FEM_SG	ابن
595	?	arabizi	؟	؟	PUNC	punc
596	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
597	la	arabizi	لا	لا	[NEG_PART]INTERJ	لا
598	,	arabizi	,	,	PUNC	punc
599	ya3tik	arabizi	يعطيك	يعطي+ك	IV3MS-IV+IVSUFF_DO:2S	عطى
600	essa7a	arabizi	الصحّة	ال+صحّة	DET+NOUN-NSUFF_FEM_SG	صحّة
601	tawa	arabizi	توّا	توّا	ADV	توّا
602	.	arabizi	.	.	PUNC	punc
603	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
604	hajjezna	arabizi	حجزنا	حجزنا	PV-PVSUFF_SUBJ:1P	حجز
605	b9a3a	arabizi	بقعة	بقعة	NOUN-NSUFF_FEM_SG	بقعة
606	el	arabizi	ال	ال	DET	ال
607	octobre	arabizi	اكتوبر	اكتوبر	NOUN_PROP	اكتوبر
608	5amsa	arabizi	خمسة	خمسة	NOUN_NUM	خمسة
609	wel	arabizi	و	و	CONJ	و
610	3achrin	arabizi	عشرين	عشرين	NOUN_NUM	عشرين
611	5arjin	arabizi	خارجين	خارجين	ADJ-NSUFF_MASC_PL	خرج
612	m3a	arabizi	مع	مع	PREP	مع
613	la7dech	arabizi	الاحداش	ال+احداش	DET+NOUN	احداش
614	sbe7	arabizi	صباح	صباح	NOUN	صباح
615	.	arabizi	.	.	PUNC	punc
616	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
617	hazni	arabizi	هزّني	هزّ+ني	CV2S-CV+CVSUFF_DO:1S	هزّ
618	lesbitar	arabizi	لسبيتار	ل+سبيتار	PREP+NOUN	سبيتار
619	.	arabizi	.	.	PUNC	punc
620	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
621	becchweya	arabizi	بالشويّة	ب+ال+شويّة	[PREP+DET+NOUN-NSUFF_FEM_SG]ADV	شوية
622	akther	arabizi	اكثر	اكثر	ADJ_COMP	كثير
623	,	arabizi	,	,	PUNC	punc
624	y3aychek	arabizi	يعيّشك	يعيّش+ك	[IV3MS-IV+PRON_2S]INTERJ	عيّش
625	.	arabizi	.	.	PUNC	punc
626	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
627	hom	arabizi	هم	هم	PRON_3P	هو
628	.	arabizi	.	.	PUNC	punc
629	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
630	3andi	arabizi	عندي	عند+ي	PREP+PRON_1S	عند
631	teskra	arabizi	تسكرة	تسكرة	NOUN-NSUFF_FEM_SG	تسكرة
632	mta3	arabizi	متاع	متاع	PART	متاع
633	6ayyara	arabizi	طيّارة	طيّارة	NOUN-NSUFF_FEM_SG	طيّارة
634	el	arabizi	ال	ال	DET	ال
635	san	arabizi	سان	سان	NOUN_PROP	سان
636	fransikou	arabizi	فرانسيسكو	فرانسيسكو	NOUN_PROP	فرانسيسكو
637	.	arabizi	.	.	PUNC	punc
638	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
639	ta3rafchi	arabizi	تعرفشي	تعرف+شي	IV2S-IV+INTERROG_PART	عرف
640	blays	arabizi	بلايص	بلايص	NOUN	بلاصة
641	behin	arabizi	باهين	باهين	ADJ	باهي
642	wehed	arabizi	واحد	واحد	[NOUN_NUM]PRON_3MS	واحد
643	yzourou	arabizi	يزوره	يزور+ه	IV3MS-IV+IVSUFF_DO:3MS	زار
644	fi	arabizi	في	في	PREP	في
645	chikaghou	arabizi	شيكاغو	شيكاغو	NOUN_PROP	شيكارو
646	?	arabizi	؟	؟	PUNC	punc
647	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
648	heyya	arabizi	هي	هي	PRON_3FS	هو
649	lebou93a	arabizi	البقعة	ال+بقعة	DET+NOUN-NSUFF_FEM_SG	بقعة
650	li	arabizi	اللي	اللي	REL_PRON	اللي
651	bjneb	arabizi	بجنب	ب+جنب	PREP+NOUN	جنب
652	echoubbek	arabizi	الشبّاك	ال+شبّاك	DET+NOUN	شبّاك
653	.	arabizi	.	.	PUNC	punc
654	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
655	enajem	arabizi	نجّم	نجّم	IV1S-IV	نجّم
656	nekri	arabizi	نكري	نكري	IV1S-IV	كرى
657	m3adet	arabizi	معدات	معدات	NOUN-NSUFF_FEM_PL	معدة
658	alghats	arabizi	الغطس	ال+غطس	DET+NOUN	غطس
659	?	arabizi	؟	؟	PUNC	punc
660	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
661	nedhounn	arabizi	نظنّ	نظنّ	IV1S-IV	ظنّ
662	3andi	arabizi	عندي	عند+ي	PREP+PRON_1S	عند
663	dou5a	arabizi	دوخة	دوخة	NOUN-NSUFF_FEM_SG	دوخة
664	Ejjaw	arabizi	الجو	ال+جو	DET+NOUN	جو
665	.	arabizi	.	.	PUNC	punc
666	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
667	zidni	arabizi	زيدني	زيد+ني	CV2S-CV+CVSUFF_DO:1S	زاد
668	chwayya	arabizi	شويّة	شويّة	ADV	شويّة
669	Ti	arabizi	تي	تي	INTERJ	تي
670	aychek	arabizi	عيّشك	يعيّش+ك	[IV3MS-IV+PRON_2S]INTERJ	عيّش
671	?	arabizi	؟	؟	PUNC	punc
672	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
673	famma	arabizi	فمّة	فمّة	PSEUDO_VERB	فمّة
674	twalet	arabizi	توالت	توالت	NOUN	توالت
675	3omoumia	arabizi	عمومية	عمومية	NOUN-NSUFF_FEM_SG	عمومي
676	kriba	arabizi	قريبة	قريبة	ADJ-NSUFF_FEM_SG	قريب
677	lhouni	arabizi	لهوني	ل+هوني	PREP+ADV	هنا
678	?	arabizi	؟	؟	PUNC	punc
679	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
680	9addech	arabizi	قدّاش	قدّاش	INTERROG_ADV	قدّاش
681	ken	arabizi	كان	كان	PV-PVSUFF_SUBJ:3MS	كان
682	fih	arabizi	فيه	في+ه	PREP+PRON_3MS	في
683	?	arabizi	؟	؟	PUNC	punc
684	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
685	Chbih	arabizi	شبيه	شبي+ه	INTERROG_ADV+PRON_3MS	اش
686	ma	arabizi	ما	ما	NEG_PART	ما
687	jech	arabizi	جاش	جا+ش	PV-PVSUFF_SUBJ:3MS+NEG_PART	جا
688	lel7afla	arabizi	للحفلة	ل+ال+حفلة	PREP+DET+NOUN-NSUFF_FEM_SG	حفلة
689	lbera7	arabizi	البارح	ال+بارح	[DET+NOUN]ADV	بارح
690	?	arabizi	؟	؟	PUNC	punc
691	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
692	ama	arabizi	اما	اما	CONJ	هم
693	3andi	arabizi	عندي	عند+ي	PREP+PRON_1S	عند
694	mawou3ed	arabizi	موعد	موعد	NOUN	موعد
695	m3aha	arabizi	معها	مع+ها	PREP+PRON_3FS	مع
696	m3a	arabizi	مع	مع	PREP	مع
697	madhi	arabizi	ماضي	ماضي	PREP	ماضي
698	sa3tin	arabizi	ساعتين	ساعتين	NOUN-NSUFF_FEM_DU	ساعة
699	mta3	arabizi	متاع	متاع	PART	متاع
700	La3chia	arabizi	العشية	ال+عشية	DET+NOUN-NSUFF_FEM_SG	عشية
701	.	arabizi	.	.	PUNC	punc
702	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
703	chritou	arabizi	شريته	شريت+ه	PV-PVSUFF_SUBJ:1S+PVSUFF_DO:3MS	شرى
704	tawa	arabizi	توّا	توّا	ADV	توّا
705	.	arabizi	.	.	PUNC	punc
706	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
707	en7eb	arabizi	نحبّ	نحبّ	IV1S-IV	حبّ
708	lebsa	arabizi	لبسة	لبسة	NOUN-NSUFF_FEM_SG	لبسة
709	.	arabizi	.	.	PUNC	punc
710	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
711	win	arabizi	وين	وين	INTERROG_PRON	وين
712	enajem	arabizi	نجّم	نجّم	IV1S-IV	نجّم
713	nemchi	arabizi	نمشي	نمشي	IV1S-IV	مشى
714	Bech	arabizi	باش	باش	FUT_PART	باش
715	nchouf	arabizi	نشوف	نشوف	IV1S-IV	شاف
716	mandher	arabizi	منظر	منظر	NOUN	منظر
717	behi	arabizi	باهي	باهي	ADJ	باهي
718	?	arabizi	؟	؟	PUNC	punc
719	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
720	sama7ni	arabizi	سماحني	سماح+ني	CV2S-CV+CVSUFF_DO:1S	سماح
721	.	arabizi	.	.	PUNC	punc
722	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
723	3andi	arabizi	عندي	عند+ي	PREP+PRON_1S	عند
724	wji3a	arabizi	وجيعة	وجيعة	NOUN-NSUFF_FEM_SG	وجع
725	rass	arabizi	راس	راس	NOUN	راس
726	.	arabizi	.	.	PUNC	punc
727	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
728	chak	arabizi	شاك	شاك	NOUN	شاك
729	sefr	arabizi	سفر	سفر	NOUN_NUM	سفر
730	wel	arabizi	و	و	CONJ	و
731	En	arabizi	ين	ين	NOUN_PROP	ين
732	yebeni	arabizi	ياباني	ياباني	ADJ	ياباني
733	,	arabizi	,	,	PUNC	punc
734	behi	arabizi	باهي	باهي	ADV	باهي
735	?	arabizi	؟	؟	PUNC	punc
736	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
737	chniya	arabizi	شنية	شنية	INTERROG_ADV	شنوّة
738	e5tisas	arabizi	اختصاص	اختصاص	NOUN	اختصاص
739	el	arabizi	ال	ال	DET	ال
740	mat3am	arabizi	مطعم	مطعم	NOUN	مطعم
741	hedha	arabizi	هاذا	هاذا	DEM_PRON_3MS	هاذا
742	?	arabizi	؟	؟	PUNC	punc
743	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
744	famma	arabizi	فمّة	فمّة	PSEUDO_VERB	فمّة
745	Tbib	arabizi	طبيب	طبيب	NOUN	طبيب
746	fi	arabizi	في	في	PREP	في
747	loutil	arabizi	الوتيل	ال+وتيل	DET+NOUN	وتيل
748	walla	arabizi	ولّا	ولّا	CONJ	ولّا
749	wehed	arabizi	واحد	واحد	[NOUN_NUM]PRON_3MS	واحد
750	3la	arabizi	على	على	PREP	على
751	ittissel	arabizi	اتّصال	اتّصال	NOUN	اتّصال
752	bih	arabizi	بيه	ب+ه	PREP+PRON_3MS	ب
753	?	arabizi	؟	؟	PUNC	punc
754	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
755	Ena	arabizi	انا	انا	PRON_1S	هو
756	labes	arabizi	لاباس	لاباس	ADV	لاباس
757	.	arabizi	.	.	PUNC	punc
758	ama	arabizi	اما	اما	CONJ	اما
759	ma	arabizi	ما	ما	NEG_PART	ما
760	yselch	arabizi	يسالش	يسال+ش	IV3MS-IV+NEG_PART	سال
761	tkallem	arabizi	تكلّم	تكلّم	IV2S-IV	كلّم
762	sa7bi	arabizi	صاحبي	صاحب+ي	NOUN+POSS_PRON_1S	صاحب
763	?	arabizi	؟	؟	PUNC	punc
764	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
765	li	arabizi	اللي	اللي	REL_PRON	اللي
766	tlabtou	arabizi	طلبت	طلبت	PV-PVSUFF_SUBJ:2S	طلب
767	iltaw	arabizi	لتوّا	ال+توّا	DET+ADV	توّا
768	la	arabizi	لا	لا	NEG_PART	لا
769	ja2	arabizi	جاء	جاء	PV-PVSUFF_SUBJ:3MS	جا
770	.	arabizi	.	.	PUNC	punc
771	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
772	en7eb	arabizi	نحبّ	نحبّ	IV1S-IV	حبّ
773	n7ajez	arabizi	نحجز	نحجز	IV1S-IV	حجز
774	bayet	arabizi	بيت	بيت	NOUN	بيّت
775	llila	arabizi	لليلة	ل+ليلة	PREP+NOUN-NSUFF_FEM_SG	ليل
776	.	arabizi	.	.	PUNC	punc
777	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
778	en7eb	arabizi	نحبّ	نحبّ	IV1S-IV	حبّ
779	houtil	arabizi	هوتيل	هوتيل	NOUN	وتيل
780	r5is	arabizi	رخيص	رخيص	ADJ	رخيص
781	chway	arabizi	شوي	شوي	ADV	شوية
782	.	arabizi	.	.	PUNC	punc
783	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
784	Za3ma	arabizi	زعمة	زعمة	INTERROG_PART	زعمة
785	train	arabizi	تراين	تراين	NOUN	تراين
786	mbecher	arabizi	مباشر	مباشر	ADJ	مباشر
787	?	arabizi	؟	؟	PUNC	punc
788	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
789	enta	arabizi	انت	انت	PRON_2S	هو
790	houni	arabizi	هوني	هوني	ADV	هنا
791	.	arabizi	.	.	PUNC	punc
792	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
793	mouch	arabizi	موش	موش	NEG_PART	مش
794	ghaltek	arabizi	غلطتك	غلطة+ك	NOUN-NSUFF_FEM_SG+POSS_PRON_2S	غلطة
795	.	arabizi	.	.	PUNC	punc
796	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
797	Ena	arabizi	انا	انا	PRON_1S	هو
798	men	arabizi	من	من	PREP	من
799	bri6anya	arabizi	بريطانيا	بريطانيا	NOUN_PROP	بريطانيا
800	la3dhma	arabizi	العضمى	ال+عظمى	DET+ADJ	عظيم
801	.	arabizi	.	.	PUNC	punc
802	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
803	dija	arabizi	ديجا	ديجا	ADV	ديجا
804	daf3at	arabizi	دفعت	دفعت	PV-PVSUFF_SUBJ:3FS	دفع
805	la3rboun	arabizi	العربون	ال+عربون	DET+NOUN	عربون
806	mta3	arabizi	متاع	متاع	PART	متاع
807	5omsin	arabizi	خمسين	خمسين	NOUN_NUM	خمسين
808	doular	arabizi	دولار	دولار	NOUN	دولار
809	wa9t	arabizi	وقت	وقت	NOUN	وقت
810	sajjelt	arabizi	سجّلت	سجّلت	PV-PVSUFF_SUBJ:3FS	سجّل
811	.	arabizi	.	.	PUNC	punc
812	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
813	ama	arabizi	اما	اما	CONJ	اما
814	erra7let	arabizi	الرحلات	ال+رحلات	DET+NOUN-NSUFF_FEM_PL	رحلة
815	Ezouz	arabizi	الزوز	ال+زوز	DET+NOUN_NUM	زوز
816	5sara	arabizi	خسارة	خسارة	ADV	خسارة
817	ma3abbin	arabizi	معبّين	معبّين	ADJ-NSUFF_MASC_PL	معبّي
818	.	arabizi	.	.	PUNC	punc
819	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
820	ennajmou	arabizi	نجّموا	نجّموا	IV1P-IV-IVSUFF_SUBJ:P	نجّم
821	n7ejzoulek	arabizi	نحجزوا لك	نحجزوا+ل+ك	IV1P-IV-IVSUFF_SUBJ:P+[PREP+PRON_2S]IVSUFF_IO:2S	حجز
822	bayet	arabizi	تبيّت	تبيّت	IV2S-IV	بيّت
823	merte7a	arabizi	مرتاحة	مرتاحة	ADJ-NSUFF_FEM_SG	مرتاح
824	fi	arabizi	في	في	PREP	في
825	9asr	arabizi	قصر	قصر	NOUN	قصر
826	kdim	arabizi	قديم	قديم	ADJ	قديم
827	9rib	arabizi	قريب	قريب	ADJ	قريب
828	men	arabizi	من	من	PREP	من
829	nedi	arabizi	نادي	نادي	NOUN	نادي
830	elghoulf	arabizi	الغولف	ال+غولف	DET+NOUN	غولف
831	.	arabizi	المعروف	ال+معروف	DET+ADJ	معروف
832	.	arabizi	.	.	PUNC	punc
